gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
CCBL2,ENSG00000137944,ENST00000260508,transcript,ENSG00000137944,44.34320388,52.36722904
STAG1,ENSG00000118007,ENST00000383202,transcript,ENSG00000118007,44.34499918,48.3740914
SYNE4,ENSG00000181392,ENST00000324444,transcript,ENSG00000181392,44.34658913,48.24720075
HSPA6,ENSG00000173110,ENST00000309758,transcript,ENSG00000173110,44.34667196,59.4838367
FAM120B,ENSG00000112584,ENST00000476287,transcript,ENSG00000112584,44.34831204,55.50157477
CAPN7,ENSG00000131375,ENST00000253693,transcript,ENSG00000131375,44.34856004,46.03085742
STAP1,ENSG00000035720,ENST00000265404,transcript,ENSG00000035720,44.35210518,47.21895554
CLEC12B,ENSG00000256660,ENST00000338896,transcript,ENSG00000256660,44.35617348,56.61918267
ROBO1,ENSG00000169855,ENST00000464233,transcript,ENSG00000169855,44.35700029,49.33445588
RTN1,ENSG00000139970,ENST00000267484,transcript,ENSG00000139970,44.36282734,54.84037604
PLAC8,ENSG00000145287,ENST00000426923,transcript,ENSG00000145287,44.36407082,55.26066055
PATE2,ENSG00000196844,ENST00000358524,transcript,ENSG00000196844,44.36703657,61.01506013
ZBTB37,ENSG00000185278,ENST00000367701,transcript,ENSG00000185278,44.37395476,54.79355848
POLDIP2,ENSG00000004142,ENST00000540200,transcript,ENSG00000004142,44.37457996,45.83419393
CRYBA2,ENSG00000163499,ENST00000295728,transcript,ENSG00000163499,44.37531193,56.23394031
SHANK3,ENSG00000251322,ENST00000262795,transcript,ENSG00000251322,44.37837694,44.41617578
ASNS,ENSG00000070669,ENST00000175506,transcript,ENSG00000070669,44.38031665,58.98455883
RSBN1L,ENSG00000187257,ENST00000334955,transcript,ENSG00000187257,44.38255486,54.15385274
SLC7A1,ENSG00000139514,ENST00000380752,transcript,ENSG00000139514,44.38384692,61.64125703
SPATA4,ENSG00000150628,ENST00000280191,transcript,ENSG00000150628,44.38406711,54.51277944
SPIC,ENSG00000166211,ENST00000551346,transcript,ENSG00000166211,44.38968609,54.36113675
PLEKHM3,ENSG00000178385,ENST00000427836,transcript,ENSG00000178385,44.39627686,59.6111021
RNFT1,ENSG00000189050,ENST00000305783,transcript,ENSG00000189050,44.39747782,47.96605024
SLC37A1,ENSG00000160190,ENST00000352133,transcript,ENSG00000160190,44.39761161,58.71113081
PNKD,ENSG00000127838,ENST00000273077,transcript,ENSG00000127838,44.39782919,57.06603492
SLIT3,ENSG00000184347,ENST00000519560,transcript,ENSG00000184347,44.40176937,61.13991541
FGF12,ENSG00000114279,ENST00000454309,transcript,ENSG00000114279,44.40677383,62.69027604
APC2,ENSG00000115266,ENST00000535453,transcript,ENSG00000115266,44.40758776,46.6087043
PLXNC1,ENSG00000136040,ENST00000258526,transcript,ENSG00000136040,44.4078403,53.33821425
GPR64,ENSG00000173698,ENST00000379869,transcript,ENSG00000173698,44.40812875,48.2990084
AP3S2,ENSG00000157823,ENST00000336418,transcript,ENSG00000157823,44.40918018,51.44485482
RAN,ENSG00000132341,ENST00000543796,transcript,ENSG00000132341,44.40989237,57.39201357
UGGT2,ENSG00000102595,ENST00000376747,transcript,ENSG00000102595,44.41047482,46.23896912
UQCC2,ENSG00000137288,ENST00000607484,transcript,ENSG00000137288,44.41075555,54.7074078
CHMP5,ENSG00000086065,ENST00000223500,transcript,ENSG00000086065,44.41076186,53.8088476
A1BG,ENSG00000121410,ENST00000263100,transcript,ENSG00000121410,44.41127327,57.81186364
DDHD1,ENSG00000100523,ENST00000323669,transcript,ENSG00000100523,44.41263001,51.75611838
GSTP1,ENSG00000084207,ENST00000398606,transcript,ENSG00000084207,44.41590812,47.40571802
FNDC1,ENSG00000164694,ENST00000297267,transcript,ENSG00000164694,44.41673064,48.67127234
MSMB,ENSG00000138294,ENST00000358559,transcript,ENSG00000138294,44.42158462,61.73272369
SDR16C5,ENSG00000170786,ENST00000303749,transcript,ENSG00000170786,44.42209776,54.8114303
C3orf58,ENSG00000181744,ENST00000315691,transcript,ENSG00000181744,44.42502485,65.77460346
MSMP,ENSG00000215183,ENST00000436428,transcript,ENSG00000215183,44.42819137,56.51367771
KCNJ5,ENSG00000120457,ENST00000529694,transcript,ENSG00000120457,44.42829784,72.4406941
GFM2,ENSG00000164347,ENST00000296805,transcript,ENSG00000164347,44.42858473,49.97784968
DOCK11,ENSG00000147251,ENST00000276202,transcript,ENSG00000147251,44.42929225,45.37863079
IFI44L,ENSG00000137959,ENST00000370751,transcript,ENSG00000137959,44.43134681,57.99450704
FAHD2A,ENSG00000115042,ENST00000233379,transcript,ENSG00000115042,44.43633006,66.400857
LHX2,ENSG00000106689,ENST00000373615,transcript,ENSG00000106689,44.43768187,57.20164983
TRIM9,ENSG00000100505,ENST00000298355,transcript,ENSG00000100505,44.43812641,62.23503468
SFMBT1,ENSG00000163935,ENST00000394752,transcript,ENSG00000163935,44.43945206,59.31723253
LIAS,ENSG00000121897,ENST00000261434,transcript,ENSG00000121897,44.43947101,48.18445861
CD9,ENSG00000010278,ENST00000382518,transcript,ENSG00000010278,44.44198741,56.70535714
HAVCR2,ENSG00000135077,ENST00000307851,transcript,ENSG00000135077,44.44459402,54.52441718
RTN4,ENSG00000115310,ENST00000337526,transcript,ENSG00000115310,44.44621175,52.7366484
SYT8,ENSG00000149043,ENST00000381968,transcript,ENSG00000149043,44.44941314,46.69672644
PLXDC2,ENSG00000120594,ENST00000377252,transcript,ENSG00000120594,44.45069344,53.78328612
NHS,ENSG00000188158,ENST00000380060,transcript,ENSG00000188158,44.45152652,67.90093105
SNX14,ENSG00000135317,ENST00000314673,transcript,ENSG00000135317,44.45420889,46.88781924
ZNF138,ENSG00000197008,ENST00000440155,transcript,ENSG00000197008,44.45545544,56.00078324
CADM4,ENSG00000105767,ENST00000222374,transcript,ENSG00000105767,44.45702372,55.28985988
UGT2A3,ENSG00000135220,ENST00000251566,transcript,ENSG00000135220,44.45730574,51.28906544
IPO5,ENSG00000065150,ENST00000261574,transcript,ENSG00000065150,44.4580301,51.31915115
CD6,ENSG00000013725,ENST00000313421,transcript,ENSG00000013725,44.45824395,51.02991824
TMEM87A,ENSG00000103978,ENST00000389834,transcript,ENSG00000103978,44.45941796,49.76786843
TET3,ENSG00000187605,ENST00000409262,transcript,ENSG00000187605,44.46026472,52.02965911
S100A8,ENSG00000143546,ENST00000368733,transcript,ENSG00000143546,44.46711933,73.11526357
DENND1A,ENSG00000119522,ENST00000373624,transcript,ENSG00000119522,44.4673249,49.68364136
UBA3,ENSG00000144744,ENST00000361055,transcript,ENSG00000144744,44.46863247,47.15496486
PTPN22,ENSG00000134242,ENST00000359785,transcript,ENSG00000134242,44.46934161,51.03291982
GEN1,ENSG00000178295,ENST00000381254,transcript,ENSG00000178295,44.46961761,50.16491978
UBE2H,ENSG00000186591,ENST00000355621,transcript,ENSG00000186591,44.47152812,53.64332602
GDF2,ENSG00000128802,ENST00000249598,transcript,ENSG00000128802,44.47340175,64.93261544
ETNK1,ENSG00000139163,ENST00000266517,transcript,ENSG00000139163,44.47458987,49.57123021
METTL1,ENSG00000037897,ENST00000324871,transcript,ENSG00000037897,44.47553634,53.03579597
ISG15,ENSG00000187608,ENST00000379389,transcript,ENSG00000187608,44.47566615,65.58991768
CMIP,ENSG00000153815,ENST00000537098,transcript,ENSG00000153815,44.47624776,51.11693268
OR51H1P,ENSG00000176904,ENST00000322059,transcript,ENSG00000176904,44.47656546,44.55254636
C1RL,ENSG00000139178,ENST00000266542,transcript,ENSG00000139178,44.47872073,55.54793434
PLS1,ENSG00000120756,ENST00000337777,transcript,ENSG00000120756,44.48085675,54.01729424
CRYZ,ENSG00000116791,ENST00000417775,transcript,ENSG00000116791,44.48155166,55.89256963
NEURL2,ENSG00000124257,ENST00000372518,transcript,ENSG00000124257,44.48278522,54.16581071
FKBP8,ENSG00000105701,ENST00000608443,transcript,ENSG00000105701,44.48310268,55.19546099
TTC39A,ENSG00000085831,ENST00000413473,transcript,ENSG00000085831,44.48353697,50.50585593
RDH8,ENSG00000080511,ENST00000591589,transcript,ENSG00000080511,44.48381147,63.19635785
SRSF3,ENSG00000112081,ENST00000373715,transcript,ENSG00000112081,44.48431574,67.25263812
PDZD8,ENSG00000165650,ENST00000334464,transcript,ENSG00000165650,44.49086655,59.30317736
YIPF5,ENSG00000145817,ENST00000274496,transcript,ENSG00000145817,44.49155249,59.27754639
STK38,ENSG00000112079,ENST00000229812,transcript,ENSG00000112079,44.49484161,60.51744964
SH3BP5,ENSG00000131370,ENST00000383791,transcript,ENSG00000131370,44.49524568,64.12032234
EPM2A,ENSG00000112425,ENST00000367519,transcript,ENSG00000112425,44.4966783,71.74211353
UBE3C,ENSG00000009335,ENST00000348165,transcript,ENSG00000009335,44.50028964,51.60005875
TMEM38A,ENSG00000072954,ENST00000187762,transcript,ENSG00000072954,44.50175684,51.61176164
CNNM2,ENSG00000148842,ENST00000369878,transcript,ENSG00000148842,44.50283368,59.53090669
RANBP17,ENSG00000204764,ENST00000523189,transcript,ENSG00000204764,44.50330577,44.9632828
HIST1H2BC,ENSG00000180596,ENST00000314332,transcript,ENSG00000180596,44.50609722,89.71428836
KXD1,ENSG00000105700,ENST00000602094,transcript,ENSG00000105700,44.50661765,58.54788941
TRIM27,ENSG00000204713,ENST00000377199,transcript,ENSG00000204713,44.50884907,55.71500437
IMPG1,ENSG00000112706,ENST00000369950,transcript,ENSG00000112706,44.51386186,47.95012052
OCM,ENSG00000122543,ENST00000242104,transcript,ENSG00000122543,44.51389085,56.6842284
DTX4,ENSG00000110042,ENST00000227451,transcript,ENSG00000110042,44.51514493,50.36464369
DTX1,ENSG00000135144,ENST00000257600,transcript,ENSG00000135144,44.51536296,52.85850111
CNST,ENSG00000162852,ENST00000366513,transcript,ENSG00000162852,44.51750753,59.62347217
BTLA,ENSG00000186265,ENST00000334529,transcript,ENSG00000186265,44.5226527,59.02978942
HMGA1,ENSG00000137309,ENST00000447654,transcript,ENSG00000137309,44.52267347,66.71254615
RAD23B,ENSG00000119318,ENST00000358015,transcript,ENSG00000119318,44.52283416,50.94749382
VAV3,ENSG00000134215,ENST00000370056,transcript,ENSG00000134215,44.52297605,48.5505317
FHL5,ENSG00000112214,ENST00000326771,transcript,ENSG00000112214,44.52458766,56.26661842
HABP4,ENSG00000130956,ENST00000375249,transcript,ENSG00000130956,44.5247394,56.34563069
WIPF2,ENSG00000171475,ENST00000323571,transcript,ENSG00000171475,44.53163933,59.39878763
BAX,ENSG00000087088,ENST00000293288,transcript,ENSG00000087088,44.53313074,41.25194144
SOGA1,ENSG00000149639,ENST00000237536,transcript,ENSG00000149639,44.534303,48.28976727
IRF5,ENSG00000128604,ENST00000357234,transcript,ENSG00000128604,44.5364555,57.89222665
SH3GLB1,ENSG00000097033,ENST00000482504,transcript,ENSG00000097033,44.53809038,47.16027447
RPL37A,ENSG00000197756,ENST00000491306,transcript,ENSG00000197756,44.53940067,63.75352695
PSMB1,ENSG00000008018,ENST00000262193,transcript,ENSG00000008018,44.54049985,49.72911837
HTR5A,ENSG00000157219,ENST00000287907,transcript,ENSG00000157219,44.54060215,73.22702336
C10orf82,ENSG00000165863,ENST00000369210,transcript,ENSG00000165863,44.54155181,61.68388364
IFNA4,ENSG00000236637,ENST00000421715,transcript,ENSG00000236637,44.54193279,67.17053968
GGT5,ENSG00000099998,ENST00000398292,transcript,ENSG00000099998,44.55367846,48.78274613
ARGLU1,ENSG00000134884,ENST00000400198,transcript,ENSG00000134884,44.55541592,58.85347922
ETF1,ENSG00000120705,ENST00000360541,transcript,ENSG00000120705,44.55747536,54.44388497
OGFOD2,ENSG00000111325,ENST00000397389,transcript,ENSG00000111325,44.55809025,59.42010008
SEMA5B,ENSG00000082684,ENST00000451055,transcript,ENSG00000082684,44.55981906,46.24767897
GPHA2,ENSG00000149735,ENST00000279168,transcript,ENSG00000149735,44.56149533,68.48888984
MTDH,ENSG00000147649,ENST00000336273,transcript,ENSG00000147649,44.56311204,47.38024235
STRAP,ENSG00000023734,ENST00000419869,transcript,ENSG00000023734,44.56738036,50.68856704
SCGB1D2,ENSG00000124935,ENST00000244926,transcript,ENSG00000124935,44.57258926,59.94026492
NUDT8,ENSG00000167799,ENST00000376693,transcript,ENSG00000167799,44.57327896,43.67233969
USP53,ENSG00000145390,ENST00000450251,transcript,ENSG00000145390,44.57343415,51.71762334
TMEM39B,ENSG00000121775,ENST00000336294,transcript,ENSG00000121775,44.57347466,48.32995086
MKL2,ENSG00000186260,ENST00000318282,transcript,ENSG00000186260,44.57530783,58.90386977
GNG8,ENSG00000167414,ENST00000300873,transcript,ENSG00000167414,44.57872841,44.6254623
SERINC5,ENSG00000164300,ENST00000512721,transcript,ENSG00000164300,44.58261809,49.9654144
TRAPPC6A,ENSG00000007255,ENST00000006275,transcript,ENSG00000007255,44.58744432,49.00090575
NDUFAF2,ENSG00000164182,ENST00000296597,transcript,ENSG00000164182,44.5885997,53.55361178
MAEL,ENSG00000143194,ENST00000367872,transcript,ENSG00000143194,44.59589251,51.57234211
SOST,ENSG00000167941,ENST00000301691,transcript,ENSG00000167941,44.59725644,60.558183
WNT10A,ENSG00000135925,ENST00000258411,transcript,ENSG00000135925,44.60004095,58.81044139
PKN2,ENSG00000065243,ENST00000370521,transcript,ENSG00000065243,44.60017478,48.32139057
TNNI3K,ENSG00000116783,ENST00000370891,transcript,ENSG00000116783,44.60658792,49.52877491
WNT8B,ENSG00000075290,ENST00000343737,transcript,ENSG00000075290,44.60671713,53.79654881
DEFB134,ENSG00000205882,ENST00000526438,transcript,ENSG00000205882,44.61016055,62.87535049
TMEM92,ENSG00000167105,ENST00000300433,transcript,ENSG00000167105,44.61123845,57.72533393
PRTG,ENSG00000166450,ENST00000389286,transcript,ENSG00000166450,44.61234937,52.93998935
GRWD1,ENSG00000105447,ENST00000253237,transcript,ENSG00000105447,44.61244803,59.1022672
SPOPL,ENSG00000144228,ENST00000280098,transcript,ENSG00000144228,44.61355106,56.74156539
NARS2,ENSG00000137513,ENST00000281038,transcript,ENSG00000137513,44.6147903,53.52852365
SLCO1C1,ENSG00000139155,ENST00000381552,transcript,ENSG00000139155,44.61816893,54.73345066
TVP23C,ENSG00000175106,ENST00000225576,transcript,ENSG00000175106,44.61883055,52.3419233
CEBPE,ENSG00000092067,ENST00000206513,transcript,ENSG00000092067,44.62021443,71.19974513
LRRC8E,ENSG00000171017,ENST00000306708,transcript,ENSG00000171017,44.62249221,76.96131633
OTUD5,ENSG00000068308,ENST00000156084,transcript,ENSG00000068308,44.62301108,50.00456362
HEBP2,ENSG00000051620,ENST00000607197,transcript,ENSG00000051620,44.62413582,51.23245157
RABL2B,ENSG00000079974,ENST00000395593,transcript,ENSG00000079974,44.62414994,60.25115946
SFN,ENSG00000175793,ENST00000339276,transcript,ENSG00000175793,44.62573612,73.4599207
ANGPTL6,ENSG00000130812,ENST00000253109,transcript,ENSG00000130812,44.62630498,55.85089565
NPTN,ENSG00000156642,ENST00000345330,transcript,ENSG00000156642,44.62791664,51.92294786
SCAI,ENSG00000173611,ENST00000373549,transcript,ENSG00000173611,44.62886688,46.76282062
WAC,ENSG00000095787,ENST00000354911,transcript,ENSG00000095787,44.63105081,51.05746948
MESDC2,ENSG00000117899,ENST00000261758,transcript,ENSG00000117899,44.63370087,70.98660421
ARID3B,ENSG00000179361,ENST00000346246,transcript,ENSG00000179361,44.63691502,61.07852096
DLX3,ENSG00000064195,ENST00000434704,transcript,ENSG00000064195,44.63751971,69.00562166
LZIC,ENSG00000162441,ENST00000377223,transcript,ENSG00000162441,44.63857906,58.03782168
GAK,ENSG00000178950,ENST00000314167,transcript,ENSG00000178950,44.64113881,50.39480125
PUF60,ENSG00000179950,ENST00000526683,transcript,ENSG00000179950,44.6413887,49.55803652
GTPBP10,ENSG00000105793,ENST00000222511,transcript,ENSG00000105793,44.64321323,46.96569059
ACTG2,ENSG00000163017,ENST00000409624,transcript,ENSG00000163017,44.64507875,52.26925601
FABP6,ENSG00000170231,ENST00000393980,transcript,ENSG00000170231,44.64737032,61.78487242
OR6P1,ENSG00000186440,ENST00000334632,transcript,ENSG00000186440,44.64778092,44.67462776
OLFM1,ENSG00000130558,ENST00000252854,transcript,ENSG00000130558,44.64857442,53.56137614
VSIG4,ENSG00000155659,ENST00000374737,transcript,ENSG00000155659,44.64914856,49.50217493
LCP2,ENSG00000043462,ENST00000046794,transcript,ENSG00000043462,44.65039581,55.74182431
MCTP1,ENSG00000175471,ENST00000515393,transcript,ENSG00000175471,44.65458728,51.22849238
C11orf52,ENSG00000149300,ENST00000278601,transcript,ENSG00000149300,44.65495623,62.03086901
MOB2,ENSG00000182208,ENST00000329957,transcript,ENSG00000182208,44.65684972,55.25447263
DCD,ENSG00000161634,ENST00000293371,transcript,ENSG00000161634,44.66544326,53.72314596
LOX,ENSG00000113083,ENST00000231004,transcript,ENSG00000113083,44.66656032,58.12806985
STAM2,ENSG00000115145,ENST00000263904,transcript,ENSG00000115145,44.66687647,53.49044691
ISY1-RAB43,ENSG00000261796,ENST00000418265,transcript,ENSG00000261796,44.66812273,48.49715351
TESC,ENSG00000088992,ENST00000335209,transcript,ENSG00000088992,44.66830139,50.60337762
F2RL1,ENSG00000164251,ENST00000296677,transcript,ENSG00000164251,44.67210015,67.4137025
ZNF681,ENSG00000196172,ENST00000402377,transcript,ENSG00000196172,44.67329079,55.50040548
PLEKHG1,ENSG00000120278,ENST00000367328,transcript,ENSG00000120278,44.67436254,61.95596236
KIAA1024,ENSG00000169330,ENST00000305428,transcript,ENSG00000169330,44.67572744,68.97178373
NXF5,ENSG00000126952,ENST00000537026,transcript,ENSG00000126952,44.67659786,57.90736543
DYRK1B,ENSG00000105204,ENST00000593685,transcript,ENSG00000105204,44.67921663,46.8951123
CAPN12,ENSG00000182472,ENST00000328867,transcript,ENSG00000182472,44.68670861,50.09676423
MAGEE1,ENSG00000198934,ENST00000361470,transcript,ENSG00000198934,44.68769019,56.7635782
VWA3A,ENSG00000175267,ENST00000389398,transcript,ENSG00000175267,44.6884732,47.08136303
HVCN1,ENSG00000122986,ENST00000356742,transcript,ENSG00000122986,44.68881845,65.41809255
PLBD1,ENSG00000121316,ENST00000240617,transcript,ENSG00000121316,44.68911966,57.79192107
AKR1C1,ENSG00000187134,ENST00000380872,transcript,ENSG00000187134,44.68919245,51.32963681
ZNHIT1,ENSG00000106400,ENST00000305105,transcript,ENSG00000106400,44.68990605,62.10693581
MAT2B,ENSG00000038274,ENST00000321757,transcript,ENSG00000038274,44.69230835,51.89730315
TCEB3,ENSG00000011007,ENST00000418390,transcript,ENSG00000011007,44.69841211,53.67253976
SEC22C,ENSG00000093183,ENST00000264454,transcript,ENSG00000093183,44.69856326,57.22812266
CCDC57,ENSG00000176155,ENST00000392343,transcript,ENSG00000176155,44.70181044,51.98659106
MMP17,ENSG00000198598,ENST00000360564,transcript,ENSG00000198598,44.70265721,51.19202649
C7orf25,ENSG00000136197,ENST00000431882,transcript,ENSG00000136197,44.70413592,72.97774454
AGAP2-AS1,ENSG00000255737,ENST00000542466,transcript,ENSG00000255737,44.70576012,42.43204951
NT5C2,ENSG00000076685,ENST00000343289,transcript,ENSG00000076685,44.70770383,50.83903203
MTF2,ENSG00000143033,ENST00000370298,transcript,ENSG00000143033,44.70915051,50.09181718
AC020922.1,ENSG00000267531,ENST00000539076,transcript,ENSG00000267531,44.71595309,61.9513364
ZNF404,ENSG00000176222,ENST00000587539,transcript,ENSG00000176222,44.71806119,56.07374892
LEO1,ENSG00000166477,ENST00000299601,transcript,ENSG00000166477,44.72089169,56.61431638
CCDC88C,ENSG00000015133,ENST00000389857,transcript,ENSG00000015133,44.72121371,50.02396904
RCBTB2,ENSG00000136161,ENST00000344532,transcript,ENSG00000136161,44.72317714,55.18282337
DCTN4,ENSG00000132912,ENST00000446090,transcript,ENSG00000132912,44.72361738,52.40711631
TMEM132A,ENSG00000006118,ENST00000005286,transcript,ENSG00000006118,44.72709998,51.87133939
CCDC113,ENSG00000103021,ENST00000219299,transcript,ENSG00000103021,44.73101321,57.65807121
IRAK1,ENSG00000184216,ENST00000369980,transcript,ENSG00000184216,44.73489895,46.06692967
HOXB8,ENSG00000120068,ENST00000239144,transcript,ENSG00000120068,44.73527714,57.33726183
HN1L,ENSG00000206053,ENST00000248098,transcript,ENSG00000206053,44.73633173,50.10900694
SUDS3,ENSG00000111707,ENST00000543473,transcript,ENSG00000111707,44.73956679,48.96664628
COA1,ENSG00000106603,ENST00000395879,transcript,ENSG00000106603,44.74021949,59.12953247
SRGAP1,ENSG00000196935,ENST00000355086,transcript,ENSG00000196935,44.74048902,54.73290439
NUMB,ENSG00000133961,ENST00000355058,transcript,ENSG00000133961,44.74160394,60.28979469
PTGR2,ENSG00000140043,ENST00000555661,transcript,ENSG00000140043,44.74278304,57.88256757
CCT6A,ENSG00000146731,ENST00000275603,transcript,ENSG00000146731,44.74318964,53.09095732
PROCA1,ENSG00000167525,ENST00000301039,transcript,ENSG00000167525,44.75053761,55.34765694
COPB1,ENSG00000129083,ENST00000249923,transcript,ENSG00000129083,44.75168353,53.32403817
LRRC47,ENSG00000130764,ENST00000378251,transcript,ENSG00000130764,44.75348535,47.59717498
TMEM130,ENSG00000166448,ENST00000416379,transcript,ENSG00000166448,44.75443789,52.77295543
ADAM33,ENSG00000149451,ENST00000356518,transcript,ENSG00000149451,44.76197429,50.22263637
DKK1,ENSG00000107984,ENST00000373970,transcript,ENSG00000107984,44.76256393,61.61073801
RBM17,ENSG00000134453,ENST00000446108,transcript,ENSG00000134453,44.76381409,53.27235326
FMO4,ENSG00000076258,ENST00000367749,transcript,ENSG00000076258,44.7655252,63.91987526
TMEM132E,ENSG00000181291,ENST00000321639,transcript,ENSG00000181291,44.76703948,48.97352325
MAP4K3,ENSG00000011566,ENST00000263881,transcript,ENSG00000011566,44.7678236,50.31816116
DCSTAMP,ENSG00000164935,ENST00000297581,transcript,ENSG00000164935,44.77019872,60.37235858
MUC15,ENSG00000169550,ENST00000436318,transcript,ENSG00000169550,44.7721933,52.5922715
NOS3,ENSG00000164867,ENST00000297494,transcript,ENSG00000164867,44.7782075,51.52118767
MYO9B,ENSG00000099331,ENST00000595618,transcript,ENSG00000099331,44.78069609,48.48088978
MORC1,ENSG00000114487,ENST00000232603,transcript,ENSG00000114487,44.78105991,49.033449
GAL3ST1,ENSG00000128242,ENST00000402321,transcript,ENSG00000128242,44.7814746,72.21723248
AQPEP,ENSG00000172901,ENST00000357872,transcript,ENSG00000172901,44.78526537,53.47883211
SFXN2,ENSG00000156398,ENST00000369893,transcript,ENSG00000156398,44.78657799,61.33606396
VPS45,ENSG00000136631,ENST00000369130,transcript,ENSG00000136631,44.78688024,51.20290294
NOL7,ENSG00000225921,ENST00000451315,transcript,ENSG00000225921,44.78800061,47.51207482
SASH1,ENSG00000111961,ENST00000367467,transcript,ENSG00000111961,44.78866655,59.2241935
ZC3H12B,ENSG00000102053,ENST00000338957,transcript,ENSG00000102053,44.79227769,53.9472936
CALML6,ENSG00000169885,ENST00000307786,transcript,ENSG00000169885,44.79228934,52.98354133
PDK4,ENSG00000004799,ENST00000005178,transcript,ENSG00000004799,44.79707973,53.93591858
TTC17,ENSG00000052841,ENST00000039989,transcript,ENSG00000052841,44.80861861,52.13092566
YIPF1,ENSG00000058799,ENST00000072644,transcript,ENSG00000058799,44.80933557,56.46697351
CTNNA1,ENSG00000044115,ENST00000302763,transcript,ENSG00000044115,44.81071313,58.00252075
MARK1,ENSG00000116141,ENST00000366917,transcript,ENSG00000116141,44.8109604,51.5024869
ZC3HC1,ENSG00000091732,ENST00000358303,transcript,ENSG00000091732,44.81342996,50.2327298
HERC5,ENSG00000138646,ENST00000264350,transcript,ENSG00000138646,44.81407223,49.25246076
EMC7,ENSG00000134153,ENST00000256545,transcript,ENSG00000134153,44.81799511,53.55016407
EVL,ENSG00000196405,ENST00000392920,transcript,ENSG00000196405,44.81883604,55.907481
EMILIN3,ENSG00000183798,ENST00000332312,transcript,ENSG00000183798,44.81969724,51.55721741
SKIL,ENSG00000136603,ENST00000458537,transcript,ENSG00000136603,44.82100754,59.67629718
RBL1,ENSG00000080839,ENST00000373664,transcript,ENSG00000080839,44.82510066,48.3501387
NFYC,ENSG00000066136,ENST00000425457,transcript,ENSG00000066136,44.82767999,55.9343493
IRX5,ENSG00000176842,ENST00000394636,transcript,ENSG00000176842,44.82779249,53.09308317
C5orf42,ENSG00000197603,ENST00000425232,transcript,ENSG00000197603,44.83348714,47.8060618
WWP1,ENSG00000123124,ENST00000517970,transcript,ENSG00000123124,44.83442697,50.82752154
MYO1D,ENSG00000176658,ENST00000318217,transcript,ENSG00000176658,44.83455291,57.45836693
DPP10,ENSG00000175497,ENST00000393147,transcript,ENSG00000175497,44.83589236,47.40869192
PDCD1,ENSG00000188389,ENST00000334409,transcript,ENSG00000188389,44.83686094,53.44232467
SPICE1,ENSG00000163611,ENST00000295872,transcript,ENSG00000163611,44.84060966,49.2725105
ANKRD22,ENSG00000152766,ENST00000371930,transcript,ENSG00000152766,44.84361057,64.35965
C16orf89,ENSG00000153446,ENST00000315997,transcript,ENSG00000153446,44.84622259,46.61696336
WSCD1,ENSG00000179314,ENST00000574946,transcript,ENSG00000179314,44.84656042,60.2920779
MED16,ENSG00000175221,ENST00000325464,transcript,ENSG00000175221,44.84689898,47.92711283
MED20,ENSG00000124641,ENST00000265350,transcript,ENSG00000124641,44.84784282,63.42956443
LMO1,ENSG00000166407,ENST00000335790,transcript,ENSG00000166407,44.85399953,61.37458623
ATP6V1A,ENSG00000114573,ENST00000273398,transcript,ENSG00000114573,44.85446545,56.15048183
NOX1,ENSG00000007952,ENST00000372966,transcript,ENSG00000007952,44.85592247,47.70595294
CRISP1,ENSG00000124812,ENST00000335847,transcript,ENSG00000124812,44.85693048,54.0542721
INCA1,ENSG00000196388,ENST00000396829,transcript,ENSG00000196388,44.85758211,63.10357293
MAD1L1,ENSG00000002822,ENST00000406869,transcript,ENSG00000002822,44.85882257,56.26537813
REG3G,ENSG00000143954,ENST00000272324,transcript,ENSG00000143954,44.86291729,65.47970137
ZFC3H1,ENSG00000133858,ENST00000378743,transcript,ENSG00000133858,44.86318591,51.44067325
METTL21A,ENSG00000144401,ENST00000411432,transcript,ENSG00000144401,44.86565517,60.20641522
USP47,ENSG00000170242,ENST00000339865,transcript,ENSG00000170242,44.86604948,49.64119791
LETM1,ENSG00000168924,ENST00000302787,transcript,ENSG00000168924,44.86859474,57.82837553
PCDHAC2,ENSG00000243232,ENST00000289269,transcript,ENSG00000243232,44.87207838,64.34743055
EEF1D,ENSG00000104529,ENST00000423316,transcript,ENSG00000104529,44.8778382,62.0969348
STON1-GTF2A1L,ENSG00000068781,ENST00000394754,transcript,ENSG00000068781,44.88142795,51.84821543
POLR2H,ENSG00000163882,ENST00000456318,transcript,ENSG00000163882,44.88205004,63.69324994
APOL5,ENSG00000128313,ENST00000249044,transcript,ENSG00000128313,44.88788023,56.39794322
AFM,ENSG00000079557,ENST00000226355,transcript,ENSG00000079557,44.88851596,51.43793686
TRIM62,ENSG00000116525,ENST00000291416,transcript,ENSG00000116525,44.88950585,58.50189062
SCFD1,ENSG00000092108,ENST00000458591,transcript,ENSG00000092108,44.89033095,48.01092433
CKLF-CMTM1,ENSG00000254788,ENST00000527729,transcript,ENSG00000254788,44.89191565,58.70916068
PCLO,ENSG00000186472,ENST00000333891,transcript,ENSG00000186472,44.89334536,51.98737225
MRPS35,ENSG00000061794,ENST00000081029,transcript,ENSG00000061794,44.89336109,48.45074736
TMEM81,ENSG00000174529,ENST00000367167,transcript,ENSG00000174529,44.89403314,76.17622353
