gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
C2orf27B,ENSG00000186825,ENST00000303798,transcript,ENSG00000186825,23.71985355,16.60945817
PAGE2B,ENSG00000238269,ENST00000374971,transcript,ENSG00000238269,19.70871116,16.63527881
GAGE2A,ENSG00000189064,ENST00000362097,transcript,ENSG00000189064,14.95469855,16.64281112
KIR2DL1,ENSG00000125498,ENST00000336077,transcript,ENSG00000125498,16.67838989,16.76173682
AGAP7,ENSG00000204169,ENST00000374095,transcript,ENSG00000204169,16.62617566,16.76469294
C2orf27A,ENSG00000197927,ENST00000355171,transcript,ENSG00000197927,26.67088588,16.76592827
PAGE2,ENSG00000234068,ENST00000374968,transcript,ENSG00000234068,18.28814859,16.83206361
FAM86B1,ENSG00000186523,ENST00000448228,transcript,ENSG00000186523,17.96008166,17.07094532
RP11-826N14.2,ENSG00000248469,ENST00000512675,transcript,ENSG00000248469,20.54532966,17.09675364
OR4F4,ENSG00000177693,ENST00000326183,transcript,ENSG00000177693,18.2105055,17.09872437
OR2T8,ENSG00000177462,ENST00000319968,transcript,ENSG00000177462,17.19369393,17.14414594
MAGEA6,ENSG00000197172,ENST00000329342,transcript,ENSG00000197172,6.815266465,17.31238998
POTEJ,ENSG00000222038,ENST00000409602,transcript,ENSG00000222038,18.21811349,17.3914348
HBA2,ENSG00000188536,ENST00000251595,transcript,ENSG00000188536,15.01814272,17.40827832
ACOT1,ENSG00000184227,ENST00000311148,transcript,ENSG00000184227,17.55537504,17.42230123
MBD3L3,ENSG00000182315,ENST00000333843,transcript,ENSG00000182315,17.26390085,17.45026349
SIRPB1,ENSG00000101307,ENST00000381605,transcript,ENSG00000101307,16.70997744,17.46353615
FAM115A,ENSG00000198420,ENST00000479870,transcript,ENSG00000198420,19.22062812,17.52888989
NSF,ENSG00000073969,ENST00000398238,transcript,ENSG00000073969,16.48745086,17.62494847
UPK3BL,ENSG00000267368,ENST00000340457,transcript,ENSG00000267368,23.79488981,17.76374844
FAM27B,ENSG00000170215,ENST00000377484,transcript,ENSG00000170215,16.2748823,17.80980972
KRTAP9-6,ENSG00000212659,ENST00000391355,transcript,ENSG00000212659,13.09838381,17.81167854
MAGEA3,ENSG00000221867,ENST00000393902,transcript,ENSG00000221867,7.540107568,18.03275063
GSTT1,ENSG00000184674,ENST00000248935,transcript,ENSG00000184674,18.0768379,18.08299169
GGT2,ENSG00000133475,ENST00000401924,transcript,ENSG00000133475,16.91315076,18.13158925
CXorf40A,ENSG00000197620,ENST00000441248,transcript,ENSG00000197620,21.58820228,18.19933131
TMLHE,ENSG00000185973,ENST00000334398,transcript,ENSG00000185973,17.54764494,18.20843751
NXF5,ENSG00000126952,ENST00000537026,transcript,ENSG00000126952,18.9741138,18.22233822
DEFB106B,ENSG00000187082,ENST00000335479,transcript,ENSG00000187082,17.82630231,18.27905354
NUTM2D,ENSG00000214562,ENST00000412718,transcript,ENSG00000214562,13.69423815,18.34252158
BEX5,ENSG00000184515,ENST00000543160,transcript,ENSG00000184515,20.69496479,18.48693093
TAS2R43,ENSG00000255374,ENST00000531678,transcript,ENSG00000255374,18.61968841,18.53032039
KRTAP2-2,ENSG00000214518,ENST00000398477,transcript,ENSG00000214518,21.14200648,18.53327523
NCF1,ENSG00000158517,ENST00000289473,transcript,ENSG00000158517,17.9075962,18.55676059
THOC3,ENSG00000051596,ENST00000265097,transcript,ENSG00000051596,17.33581467,18.6171863
TRIM49,ENSG00000168930,ENST00000329758,transcript,ENSG00000168930,21.98857036,18.64309517
OR51A2,ENSG00000205496,ENST00000380371,transcript,ENSG00000205496,18.66860191,18.66755698
FAM72D,ENSG00000215784,ENST00000400889,transcript,ENSG00000215784,17.55057076,18.73806507
FAM72B,ENSG00000188610,ENST00000369390,transcript,ENSG00000188610,18.78417786,18.7608627
CT45A1,ENSG00000232478,ENST00000497301,transcript,ENSG00000232478,14.80303302,18.80086739
SPATA31A6,ENSG00000185775,ENST00000332857,transcript,ENSG00000185775,17.20910611,18.88144664
KIR3DL2,ENSG00000240403,ENST00000326321,transcript,ENSG00000240403,18.86831132,18.92304785
CFHR1,ENSG00000244414,ENST00000320493,transcript,ENSG00000244414,18.66976584,19.00849463
GAGE10,ENSG00000215274,ENST00000407599,transcript,ENSG00000215274,19.6396908,19.0145958
RP11-1026M7.2,ENSG00000249109,ENST00000502515,transcript,ENSG00000249109,13.58936458,19.11495756
TMSB4X,ENSG00000205542,ENST00000380636,transcript,ENSG00000205542,21.70285429,19.1692125
UBL4A,ENSG00000102178,ENST00000369660,transcript,ENSG00000102178,19.68488604,19.17556654
FAM47C,ENSG00000198173,ENST00000358047,transcript,ENSG00000198173,19.40672074,19.21629217
FOXD4L3,ENSG00000187559,ENST00000342833,transcript,ENSG00000187559,21.80598062,19.2570275
POTEF,ENSG00000196604,ENST00000357462,transcript,ENSG00000196604,18.32293344,19.25825466
CHRFAM7A,ENSG00000166664,ENST00000299847,transcript,ENSG00000166664,10.13953261,19.25936648
KIR3DL1,ENSG00000167633,ENST00000391728,transcript,ENSG00000167633,19.34896406,19.28604595
CRIPAK,ENSG00000179979,ENST00000324803,transcript,ENSG00000179979,28.61849052,19.32092481
ARHGEF5,ENSG00000050327,ENST00000056217,transcript,ENSG00000050327,19.02461728,19.33028699
KIR2DL3,ENSG00000243772,ENST00000342376,transcript,ENSG00000243772,19.19510049,19.39300435
CTRB1,ENSG00000168925,ENST00000361017,transcript,ENSG00000168925,19.52202513,19.46719619
NUTM2B,ENSG00000188199,ENST00000429828,transcript,ENSG00000188199,18.30859764,19.48716809
HNRNPH2,ENSG00000126945,ENST00000316594,transcript,ENSG00000126945,21.45236547,19.54768902
HBZ,ENSG00000130656,ENST00000252951,transcript,ENSG00000130656,16.19438377,19.57105278
SOX3,ENSG00000134595,ENST00000370536,transcript,ENSG00000134595,20.09960511,19.62487818
GOLGA8S,ENSG00000261739,ENST00000562295,transcript,ENSG00000261739,20.19600347,19.6677874
UGT2B17,ENSG00000197888,ENST00000317746,transcript,ENSG00000197888,19.7455941,19.70494479
OR2A1,ENSG00000221970,ENST00000408951,transcript,ENSG00000221970,13.96196938,19.7056643
MECP2,ENSG00000169057,ENST00000453960,transcript,ENSG00000169057,21.3686909,19.7130495
PAGE1,ENSG00000068985,ENST00000376150,transcript,ENSG00000068985,20.19056886,19.81194866
ZXDA,ENSG00000198205,ENST00000358697,transcript,ENSG00000198205,21.05422848,19.97070922
SERHL2,ENSG00000183569,ENST00000327678,transcript,ENSG00000183569,20.49503983,19.97604277
CTAG2,ENSG00000126890,ENST00000247306,transcript,ENSG00000126890,19.74957612,20.00476193
FAM153C,ENSG00000204677,ENST00000507848,transcript,ENSG00000204677,20.87289541,20.01056095
ARX,ENSG00000004848,ENST00000379044,transcript,ENSG00000004848,19.61808393,20.05627929
CHRNA7,ENSG00000175344,ENST00000454250,transcript,ENSG00000175344,20.05625462,20.15277169
CSH1,ENSG00000136488,ENST00000316193,transcript,ENSG00000136488,18.62523995,20.20336615
TEX13A,ENSG00000133149,ENST00000413579,transcript,ENSG00000133149,20.50261448,20.21352791
DEFB4B,ENSG00000177257,ENST00000318157,transcript,ENSG00000177257,21.8979949,20.2305184
FAM72A,ENSG00000196550,ENST00000367128,transcript,ENSG00000196550,18.51592048,20.26033417
CNTNAP3B,ENSG00000154529,ENST00000377564,transcript,ENSG00000154529,18.79113229,20.33386068
MORF4L2,ENSG00000123562,ENST00000423833,transcript,ENSG00000123562,21.53544779,20.38432628
ZXDB,ENSG00000198455,ENST00000374888,transcript,ENSG00000198455,21.45462292,20.43808136
GPR89A,ENSG00000117262,ENST00000313835,transcript,ENSG00000117262,21.23011728,20.52348207
GFRA2,ENSG00000168546,ENST00000524240,transcript,ENSG00000168546,20.58049138,20.55589718
CGB2,ENSG00000104818,ENST00000359342,transcript,ENSG00000104818,20.86373858,20.60436918
TCEB3CL,ENSG00000234298,ENST00000451265,transcript,ENSG00000234298,18.00001563,20.621588
PRKX,ENSG00000183943,ENST00000262848,transcript,ENSG00000183943,21.21632682,20.71330612
FAM155B,ENSG00000130054,ENST00000252338,transcript,ENSG00000130054,20.92917621,20.73727448
FAM47A,ENSG00000185448,ENST00000346193,transcript,ENSG00000185448,20.85011981,20.76144753
ACRC,ENSG00000147174,ENST00000373695,transcript,ENSG00000147174,20.87347026,20.77297984
CTAGE9,ENSG00000236761,ENST00000314099,transcript,ENSG00000236761,22.45149391,20.78448906
SLX1A,ENSG00000132207,ENST00000251303,transcript,ENSG00000132207,17.23605878,20.82959952
FAM21C,ENSG00000172661,ENST00000374362,transcript,ENSG00000172661,20.35906217,20.84419119
CCZ1B,ENSG00000146574,ENST00000316731,transcript,ENSG00000146574,20.20807974,20.88074884
GOLGA6A,ENSG00000159289,ENST00000290438,transcript,ENSG00000159289,20.18440716,20.88929517
LANCL3,ENSG00000147036,ENST00000378619,transcript,ENSG00000147036,20.97817126,20.89040342
RNF128,ENSG00000133135,ENST00000255499,transcript,ENSG00000133135,20.97582215,20.89444317
OCLN,ENSG00000197822,ENST00000355237,transcript,ENSG00000197822,20.60404487,20.91226584
NYX,ENSG00000188937,ENST00000342595,transcript,ENSG00000188937,20.8899056,20.9994175
DYNLT3,ENSG00000165169,ENST00000378578,transcript,ENSG00000165169,21.19968669,21.00603687
RBMX2,ENSG00000134597,ENST00000305536,transcript,ENSG00000134597,21.30546656,21.01521164
CHST7,ENSG00000147119,ENST00000276055,transcript,ENSG00000147119,22.06701459,21.02488134
HDAC8,ENSG00000147099,ENST00000373573,transcript,ENSG00000147099,21.16033329,21.02979893
TCEAL1,ENSG00000172465,ENST00000372625,transcript,ENSG00000172465,21.8269241,21.03363103
POTEH,ENSG00000198062,ENST00000343518,transcript,ENSG00000198062,27.27961748,21.03591368
F8,ENSG00000185010,ENST00000360256,transcript,ENSG00000185010,21.0941211,21.03944873
RPA4,ENSG00000204086,ENST00000373040,transcript,ENSG00000204086,20.62800584,21.04297957
LCE1D,ENSG00000172155,ENST00000326233,transcript,ENSG00000172155,22.32783287,21.0514386
NDUFB11,ENSG00000147123,ENST00000276062,transcript,ENSG00000147123,22.27963421,21.05424919
ZNF711,ENSG00000147180,ENST00000373165,transcript,ENSG00000147180,20.99209137,21.06476237
MID1IP1,ENSG00000165175,ENST00000336949,transcript,ENSG00000165175,21.66754196,21.08442805
IL13RA1,ENSG00000131724,ENST00000371666,transcript,ENSG00000131724,21.51262286,21.08638783
NUDT11,ENSG00000196368,ENST00000375992,transcript,ENSG00000196368,21.54301278,21.08825142
GPAT2,ENSG00000186281,ENST00000434632,transcript,ENSG00000186281,20.13610501,21.09918235
MOSPD1,ENSG00000101928,ENST00000370783,transcript,ENSG00000101928,21.43268228,21.10567439
NUDT10,ENSG00000122824,ENST00000376006,transcript,ENSG00000122824,21.90991898,21.10976626
GTF2I,ENSG00000077809,ENST00000324896,transcript,ENSG00000077809,20.688773,21.11396666
RGPD3,ENSG00000153165,ENST00000409886,transcript,ENSG00000153165,21.17955815,21.15219257
CHM,ENSG00000188419,ENST00000357749,transcript,ENSG00000188419,21.30592124,21.16429233
CXorf28,ENSG00000228459,ENST00000457435,transcript,ENSG00000228459,21.23550528,21.17751175
STAG2,ENSG00000101972,ENST00000218089,transcript,ENSG00000101972,21.01960759,21.18137587
IRS4,ENSG00000133124,ENST00000372129,transcript,ENSG00000133124,20.84534719,21.21477241
PCDH11X,ENSG00000102290,ENST00000373094,transcript,ENSG00000102290,21.07095584,21.22150318
EDA,ENSG00000158813,ENST00000374552,transcript,ENSG00000158813,21.33090444,21.23394024
RGAG4,ENSG00000242732,ENST00000545866,transcript,ENSG00000242732,21.5653318,21.25292619
AP1S2,ENSG00000182287,ENST00000329235,transcript,ENSG00000182287,21.0186925,21.27309909
PCSK1N,ENSG00000102109,ENST00000218230,transcript,ENSG00000102109,21.20666939,21.2851398
OXCT2,ENSG00000198754,ENST00000327582,transcript,ENSG00000198754,22.57397371,21.29418633
TMEM47,ENSG00000147027,ENST00000275954,transcript,ENSG00000147027,21.14059397,21.30410753
HDHD1,ENSG00000130021,ENST00000424830,transcript,ENSG00000130021,21.31558858,21.30655665
TMEM27,ENSG00000147003,ENST00000380342,transcript,ENSG00000147003,21.45500783,21.34030313
RENBP,ENSG00000102032,ENST00000393700,transcript,ENSG00000102032,21.5811731,21.34282652
TCEAL5,ENSG00000204065,ENST00000372680,transcript,ENSG00000204065,21.77567951,21.35257282
MAGEC2,ENSG00000046774,ENST00000247452,transcript,ENSG00000046774,21.13607623,21.35721269
RAB40AL,ENSG00000102128,ENST00000218249,transcript,ENSG00000102128,21.57587658,21.36861751
BEX2,ENSG00000133134,ENST00000536889,transcript,ENSG00000133134,21.19577751,21.37094619
RIMBP3,ENSG00000196622,ENST00000426804,transcript,ENSG00000196622,18.38782223,21.3709893
HPRT1,ENSG00000165704,ENST00000298556,transcript,ENSG00000165704,21.36850206,21.38386747
FAM133A,ENSG00000179083,ENST00000538690,transcript,ENSG00000179083,21.76044047,21.40145565
GEMIN8,ENSG00000046647,ENST00000380523,transcript,ENSG00000046647,21.75717347,21.40159926
COL4A5,ENSG00000188153,ENST00000328300,transcript,ENSG00000188153,21.36141816,21.41045323
MTMR1,ENSG00000063601,ENST00000544228,transcript,ENSG00000063601,21.72565046,21.41686208
VMA21,ENSG00000160131,ENST00000330374,transcript,ENSG00000160131,21.69197817,21.42886273
PIM2,ENSG00000102096,ENST00000376509,transcript,ENSG00000102096,21.30513785,21.43322434
GAB3,ENSG00000160219,ENST00000424127,transcript,ENSG00000160219,21.64865676,21.43500671
TSPAN7,ENSG00000156298,ENST00000378482,transcript,ENSG00000156298,21.58298074,21.43805714
GPR50,ENSG00000102195,ENST00000218316,transcript,ENSG00000102195,21.05204163,21.44046242
TCEAL7,ENSG00000182916,ENST00000332431,transcript,ENSG00000182916,22.05062655,21.44343667
NDUFA1,ENSG00000125356,ENST00000371437,transcript,ENSG00000125356,21.72093342,21.44679368
OR2T27,ENSG00000187701,ENST00000344889,transcript,ENSG00000187701,21.48282075,21.45874448
RAB40A,ENSG00000172476,ENST00000372633,transcript,ENSG00000172476,22.24016262,21.46972202
DACH2,ENSG00000126733,ENST00000373125,transcript,ENSG00000126733,21.62975464,21.4793611
DCAF8L2,ENSG00000189186,ENST00000451261,transcript,ENSG00000189186,22.26245613,21.48249476
OR2T34,ENSG00000183310,ENST00000328782,transcript,ENSG00000183310,20.49198536,21.48944916
GOLGA8H,ENSG00000261794,ENST00000566740,transcript,ENSG00000261794,21.48079555,21.50066726
AMY2A,ENSG00000243480,ENST00000414303,transcript,ENSG00000243480,18.86757388,21.50253986
KDM6A,ENSG00000147050,ENST00000377967,transcript,ENSG00000147050,21.48787111,21.50735243
BRCC3,ENSG00000185515,ENST00000369462,transcript,ENSG00000185515,21.57084195,21.5098423
ARSH,ENSG00000205667,ENST00000381130,transcript,ENSG00000205667,21.54982002,21.52998997
GPC3,ENSG00000147257,ENST00000394299,transcript,ENSG00000147257,21.61697511,21.53434927
MAGED1,ENSG00000179222,ENST00000375695,transcript,ENSG00000179222,21.68271804,21.54165928
CHIC1,ENSG00000204116,ENST00000373502,transcript,ENSG00000204116,21.80863848,21.5533841
BRWD3,ENSG00000165288,ENST00000373275,transcript,ENSG00000165288,21.53271674,21.5534266
CXorf56,ENSG00000018610,ENST00000371594,transcript,ENSG00000018610,21.49763476,21.55789058
PRDX4,ENSG00000123131,ENST00000379341,transcript,ENSG00000123131,21.65407779,21.5583797
FMR1,ENSG00000102081,ENST00000370475,transcript,ENSG00000102081,21.60467541,21.56002972
RLN2,ENSG00000107014,ENST00000381627,transcript,ENSG00000107014,22.23757142,21.5608383
NLGN4X,ENSG00000146938,ENST00000381095,transcript,ENSG00000146938,21.62097073,21.56463004
HEPH,ENSG00000089472,ENST00000519389,transcript,ENSG00000089472,21.62459385,21.56768989
PTCHD1,ENSG00000165186,ENST00000379361,transcript,ENSG00000165186,21.20573415,21.56948497
ERVV-2,ENSG00000268964,ENST00000601417,transcript,ENSG00000268964,29.10583326,21.57667477
SMS,ENSG00000102172,ENST00000404933,transcript,ENSG00000102172,21.31480287,21.57672733
FAAH2,ENSG00000165591,ENST00000374900,transcript,ENSG00000165591,21.5303225,21.57946136
NGFRAP1,ENSG00000166681,ENST00000372645,transcript,ENSG00000166681,20.35017877,21.58531296
MSTO1,ENSG00000125459,ENST00000245564,transcript,ENSG00000125459,22.01423827,21.5882279
DUSP9,ENSG00000130829,ENST00000342782,transcript,ENSG00000130829,21.14896936,21.589274
DIAPH2,ENSG00000147202,ENST00000324765,transcript,ENSG00000147202,21.62092448,21.58935899
TMEM164,ENSG00000157600,ENST00000372073,transcript,ENSG00000157600,21.56944325,21.59031559
FAM47B,ENSG00000189132,ENST00000329357,transcript,ENSG00000189132,21.64272149,21.59152248
IFNA13,ENSG00000233816,ENST00000449498,transcript,ENSG00000233816,23.38412908,21.59918596
TGIF2LX,ENSG00000153779,ENST00000561129,transcript,ENSG00000153779,21.7153449,21.60104426
MAGEH1,ENSG00000187601,ENST00000342972,transcript,ENSG00000187601,21.9904011,21.60127702
RPS6KA6,ENSG00000072133,ENST00000262752,transcript,ENSG00000072133,21.65455469,21.60534541
MORC4,ENSG00000133131,ENST00000355610,transcript,ENSG00000133131,21.52606079,21.60678079
GLOD5,ENSG00000171433,ENST00000303227,transcript,ENSG00000171433,21.74481251,21.61623339
ESX1,ENSG00000123576,ENST00000372588,transcript,ENSG00000123576,21.83438319,21.61708147
ARHGAP6,ENSG00000047648,ENST00000337414,transcript,ENSG00000047648,21.6488163,21.61804077
ZNF674,ENSG00000251192,ENST00000523374,transcript,ENSG00000251192,22.0115908,21.61962252
CHDC2,ENSG00000176034,ENST00000313548,transcript,ENSG00000176034,21.56191709,21.63745032
NKAP,ENSG00000101882,ENST00000371410,transcript,ENSG00000101882,21.48197059,21.63942675
PHF6,ENSG00000156531,ENST00000332070,transcript,ENSG00000156531,21.7949933,21.64326892
RBMXL3,ENSG00000175718,ENST00000424776,transcript,ENSG00000175718,21.75063073,21.64453452
RPGR,ENSG00000156313,ENST00000378505,transcript,ENSG00000156313,21.75814852,21.65202117
FAM153B,ENSG00000182230,ENST00000515817,transcript,ENSG00000182230,20.26136726,21.65539297
IFNA1,ENSG00000197919,ENST00000276927,transcript,ENSG00000197919,25.26648059,21.66207055
EIF1AX,ENSG00000173674,ENST00000379607,transcript,ENSG00000173674,21.57709125,21.66982381
TAF7L,ENSG00000102387,ENST00000372907,transcript,ENSG00000102387,21.60498405,21.67124777
APOO,ENSG00000184831,ENST00000379226,transcript,ENSG00000184831,21.25079439,21.67679204
PAGE3,ENSG00000204279,ENST00000519203,transcript,ENSG00000204279,21.77673964,21.67812537
ITGB1BP2,ENSG00000147166,ENST00000373829,transcript,ENSG00000147166,21.74819469,21.67911382
PIH1D3,ENSG00000080572,ENST00000535523,transcript,ENSG00000080572,21.87904639,21.6799235
CNKSR2,ENSG00000149970,ENST00000379510,transcript,ENSG00000149970,21.64505082,21.68119992
RHOXF1,ENSG00000101883,ENST00000217999,transcript,ENSG00000101883,21.63204366,21.68195848
UPF3B,ENSG00000125351,ENST00000276201,transcript,ENSG00000125351,21.81117735,21.68785972
SLC9A6,ENSG00000198689,ENST00000370695,transcript,ENSG00000198689,21.72523796,21.69586191
BRS3,ENSG00000102239,ENST00000370648,transcript,ENSG00000102239,22.41878629,21.69605751
ACTRT1,ENSG00000123165,ENST00000371124,transcript,ENSG00000123165,21.79995764,21.70408245
TEX11,ENSG00000120498,ENST00000395889,transcript,ENSG00000120498,21.74044333,21.70854014
BEX1,ENSG00000133169,ENST00000372728,transcript,ENSG00000133169,21.23848463,21.71048533
ZRSR2,ENSG00000169249,ENST00000307771,transcript,ENSG00000169249,21.67900804,21.71333135
ZDHHC15,ENSG00000102383,ENST00000373367,transcript,ENSG00000102383,21.79195807,21.71834933
KIAA1586,ENSG00000168116,ENST00000370733,transcript,ENSG00000168116,21.66030089,21.72188078
AL353698.1,ENSG00000233889,ENST00000433279,transcript,ENSG00000233889,21.10138076,21.72303556
