,gene_name,exon_coverage,CDS_coverage,Transcript type,transcript_id_y,Gene stable ID
1076,POTEM,7.581403832,10.65195171,nonsense_mediated_decay,ENST00000547722,ENSG00000187537
1077,GTF2IRD2,7.279235158,10.68586167,protein_coding,ENST00000405086,ENSG00000196275
1078,GTF2IRD2,7.279235158,10.68586167,protein_coding,ENST00000361071,ENSG00000196275
1079,GTF2IRD2,7.279235158,10.68586167,retained_intron,ENST00000484624,ENSG00000196275
1080,GTF2IRD2,7.279235158,10.68586167,retained_intron,ENST00000457594,ENSG00000196275
1081,GTF2IRD2,7.279235158,10.68586167,protein_coding,ENST00000417115,ENSG00000196275
1082,GTF2IRD2,7.279235158,10.68586167,protein_coding,ENST00000451013,ENSG00000196275
1083,GTF2IRD2,7.279235158,10.68586167,protein_coding,ENST00000453619,ENSG00000196275
1084,MTRNR2L10,1.469654237,10.75212222,protein_coding,ENST00000545075,ENSG00000256045
1085,TMEM238,3.249106535,10.77135501,protein_coding,ENST00000444469,ENSG00000233493
1086,GTF2IRD2B,8.762877916,10.83543772,processed_transcript,ENST00000529695,ENSG00000174428
1087,GTF2IRD2B,8.762877916,10.83543772,retained_intron,ENST00000398546,ENSG00000174428
1088,GTF2IRD2B,8.762877916,10.83543772,protein_coding,ENST00000356115,ENSG00000174428
1089,GTF2IRD2B,8.762877916,10.83543772,protein_coding,ENST00000312575,ENSG00000174428
1090,GTF2IRD2B,8.762877916,10.83543772,retained_intron,ENST00000483059,ENSG00000174428
1091,GTF2IRD2B,8.762877916,10.83543772,nonsense_mediated_decay,ENST00000423666,ENSG00000174428
1092,GTF2IRD2B,8.762877916,10.83543772,retained_intron,ENST00000528574,ENSG00000174428
1093,GTF2IRD2B,8.762877916,10.83543772,retained_intron,ENST00000526399,ENSG00000174428
1094,GTF2IRD2B,8.762877916,10.83543772,retained_intron,ENST00000472837,ENSG00000174428
1095,GTF2IRD2B,8.762877916,10.83543772,protein_coding,ENST00000394939,ENSG00000174428
1096,GTF2IRD2B,8.762877916,10.83543772,processed_transcript,ENST00000478628,ENSG00000174428
1097,GTF2IRD2B,8.762877916,10.83543772,protein_coding,ENST00000430511,ENSG00000174428
1098,GTF2IRD2B,8.762877916,10.83543772,protein_coding,ENST00000418185,ENSG00000174428
1099,GOLGA8A,5.561088441,10.84559715,retained_intron,ENST00000473125,ENSG00000175265
1100,GOLGA8A,5.561088441,10.84559715,protein_coding,ENST00000359187,ENSG00000175265
1101,GOLGA8A,5.561088441,10.84559715,processed_transcript,ENST00000569781,ENSG00000175265
1102,GOLGA8A,5.561088441,10.84559715,processed_transcript,ENST00000565885,ENSG00000175265
1103,GOLGA8A,5.561088441,10.84559715,protein_coding,ENST00000360553,ENSG00000175265
1104,GOLGA8A,5.561088441,10.84559715,protein_coding,ENST00000432566,ENSG00000175265
1105,GOLGA8A,5.561088441,10.84559715,protein_coding,ENST00000543376,ENSG00000175265
1106,ZNF579,4.697331382,10.91462217,protein_coding,ENST00000325421,ENSG00000218891
1107,ZNF579,4.697331382,10.91462217,protein_coding,ENST00000592239,ENSG00000218891
1108,LRRC37A,9.534072923,10.93456118,protein_coding,ENST00000496930,ENSG00000176681
1109,LRRC37A,9.534072923,10.93456118,protein_coding,ENST00000393465,ENSG00000176681
1110,LRRC37A,9.534072923,10.93456118,protein_coding,ENST00000320254,ENSG00000176681
1111,AC120194.1,2.312488698,10.94361597,protein_coding,ENST00000391684,ENSG00000213002
1112,GRAP,10.64366674,11.01563722,protein_coding,ENST00000284154,ENSG00000154016
1113,GRAP,10.64366674,11.01563722,protein_coding,ENST00000573099,ENSG00000154016
1114,GRAP,10.64366674,11.01563722,protein_coding,ENST00000395635,ENSG00000154016
1115,GRAP,10.64366674,11.01563722,nonsense_mediated_decay,ENST00000583020,ENSG00000154016
1116,GRAP,10.64366674,11.01563722,retained_intron,ENST00000571380,ENSG00000154016
1117,RP11-322L20.1,7.753783025,11.02446426,protein_coding,ENST00000557527,ENSG00000258804
1118,PLA2G10,16.79708797,11.0359848,protein_coding,ENST00000438167,ENSG00000069764
1119,PLA2G10,16.79708797,11.0359848,nonsense_mediated_decay,ENST00000567462,ENSG00000069764
1120,B3GALT6,4.070149207,11.22938607,protein_coding,ENST00000379198,ENSG00000176022
1121,FAM90A26,7.702284407,11.23024285,protein_coding,ENST00000512047,ENSG00000229924
1122,FAM90A26,7.702284407,11.23024285,protein_coding,ENST00000432515,ENSG00000229924
1123,FOXO6,4.637224265,11.26121607,protein_coding,ENST00000372591,ENSG00000204060
1124,GOLGA8R,10.96504932,11.30281497,protein_coding,ENST00000327271,ENSG00000186399
1125,GOLGA8R,10.96504932,11.30281497,protein_coding,ENST00000544495,ENSG00000186399
1126,AL161915.1,2.804221032,11.31052513,protein_coding,ENST00000391366,ENSG00000212670
1127,AREGB,8.725847051,11.32699279,protein_coding,ENST00000380846,ENSG00000205595
1128,AREGB,8.725847051,11.32699279,processed_transcript,ENST00000511772,ENSG00000205595
1129,LRRC26,8.956931127,11.37796756,protein_coding,ENST00000371542,ENSG00000184709
1130,RNF223,2.781808696,11.41749652,protein_coding,ENST00000453464,ENSG00000237330
1131,USP17L10,11.53818544,11.53810959,protein_coding,ENST00000417945,ENSG00000231396
1132,RP11-1102P16.1,3.353195673,11.57060976,protein_coding,ENST00000523987,ENSG00000253379
1133,RP11-1102P16.1,3.353195673,11.57060976,processed_transcript,ENST00000519927,ENSG00000253379
1134,RP11-1102P16.1,3.353195673,11.57060976,processed_transcript,ENST00000518177,ENSG00000253379
1135,RP11-1102P16.1,3.353195673,11.57060976,processed_transcript,ENST00000523327,ENSG00000253379
1136,RP11-1102P16.1,3.353195673,11.57060976,processed_transcript,ENST00000521794,ENSG00000253379
1137,NPIPB6,8.157460213,11.57563168,protein_coding,ENST00000533640,ENSG00000198156
1138,NPIPB6,8.157460213,11.57563168,protein_coding,ENST00000532254,ENSG00000198156
1139,C17orf96,4.3759978,11.66448083,protein_coding,ENST00000325814,ENSG00000179294
1140,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000381885,ENSG00000168781
1141,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000396923,ENSG00000168781
1142,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000360301,ENSG00000168781
1143,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000360135,ENSG00000168781
1144,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000334933,ENSG00000168781
1145,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000381879,ENSG00000168781
1146,PPIP5K1,8.888389742,11.68738949,processed_transcript,ENST00000488490,ENSG00000168781
1147,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000439195,ENSG00000168781
1148,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000437065,ENSG00000168781
1149,PPIP5K1,8.888389742,11.68738949,processed_transcript,ENST00000432870,ENSG00000168781
1150,PPIP5K1,8.888389742,11.68738949,retained_intron,ENST00000462136,ENSG00000168781
1151,PPIP5K1,8.888389742,11.68738949,retained_intron,ENST00000488768,ENSG00000168781
1152,PPIP5K1,8.888389742,11.68738949,retained_intron,ENST00000469229,ENSG00000168781
1153,PPIP5K1,8.888389742,11.68738949,retained_intron,ENST00000465123,ENSG00000168781
1154,PPIP5K1,8.888389742,11.68738949,nonsense_mediated_decay,ENST00000427877,ENSG00000168781
1155,PPIP5K1,8.888389742,11.68738949,retained_intron,ENST00000476294,ENSG00000168781
1156,PPIP5K1,8.888389742,11.68738949,retained_intron,ENST00000472547,ENSG00000168781
1157,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000453080,ENSG00000168781
1158,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000429176,ENSG00000168781
1159,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000417085,ENSG00000168781
1160,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000431962,ENSG00000168781
1161,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000420765,ENSG00000168781
1162,PPIP5K1,8.888389742,11.68738949,protein_coding,ENST00000348806,ENSG00000168781
1163,OPN1MW2,13.97966606,11.69243801,protein_coding,ENST00000369929,ENSG00000166160
1164,OPN1MW2,13.97966606,11.69243801,processed_transcript,ENST00000488220,ENSG00000166160
1165,OPN1MW2,13.97966606,11.69243801,protein_coding,ENST00000430419,ENSG00000166160
1166,OPN1MW2,13.97966606,11.69243801,protein_coding,ENST00000599007,ENSG00000269133
1167,OPN1MW2,13.97966606,11.69243801,processed_transcript,ENST00000601225,ENSG00000269133
1168,OPN1MW2,13.97966606,11.69243801,protein_coding,ENST00000594463,ENSG00000269133
1169,C19orf82,8.73454915,11.70787973,processed_transcript,ENST00000591932,ENSG00000267106
1170,C19orf82,8.73454915,11.70787973,nonsense_mediated_decay,ENST00000588765,ENSG00000267106
1171,C19orf82,8.73454915,11.70787973,protein_coding,ENST00000586614,ENSG00000267106
1172,C19orf82,8.73454915,11.70787973,nonsense_mediated_decay,ENST00000585797,ENSG00000267106
1173,C19orf82,8.73454915,11.70787973,protein_coding,ENST00000587536,ENSG00000267106
1174,C19orf82,8.73454915,11.70787973,protein_coding,ENST00000591056,ENSG00000267106
1175,C19orf82,8.73454915,11.70787973,protein_coding,ENST00000592851,ENSG00000267106
1176,C19orf82,8.73454915,11.70787973,retained_intron,ENST00000586943,ENSG00000267106
1177,ANKRD9,3.831682721,11.70926196,protein_coding,ENST00000559651,ENSG00000156381
1178,ANKRD9,3.831682721,11.70926196,protein_coding,ENST00000286918,ENSG00000156381
1179,ANKRD9,3.831682721,11.70926196,protein_coding,ENST00000560748,ENSG00000156381
1180,ANKRD9,3.831682721,11.70926196,protein_coding,ENST00000559404,ENSG00000156381
1181,ANKRD9,3.831682721,11.70926196,protein_coding,ENST00000557902,ENSG00000156381
1182,AC022400.2,11.64226757,11.71242789,protein_coding,ENST00000595757,ENSG00000267964
1183,LGALS7,9.685685798,11.73696038,protein_coding,ENST00000378626,ENSG00000205076
1184,LGALS7,9.685685798,11.73696038,protein_coding,ENST00000599035,ENSG00000205076
1185,RP11-467N20.5,10.45925075,11.77285749,protein_coding,ENST00000558241,ENSG00000259455
1186,ASAH2,11.25407562,11.81342887,protein_coding,ENST00000395526,ENSG00000188611
1187,ASAH2,11.25407562,11.81342887,protein_coding,ENST00000489640,ENSG00000188611
1188,ASAH2,11.25407562,11.81342887,protein_coding,ENST00000329428,ENSG00000188611
1189,ASAH2,11.25407562,11.81342887,nonsense_mediated_decay,ENST00000474434,ENSG00000188611
1190,ASAH2,11.25407562,11.81342887,protein_coding,ENST00000447815,ENSG00000188611
1191,ASAH2,11.25407562,11.81342887,protein_coding,ENST00000443575,ENSG00000188611
1192,RP11-105C20.2,6.079894458,11.84948947,processed_transcript,ENST00000565921,ENSG00000260240
1193,RP11-105C20.2,6.079894458,11.84948947,protein_coding,ENST00000564533,ENSG00000260240
1194,DDT,8.856963062,11.9253977,protein_coding,ENST00000398344,ENSG00000099977
1195,DDT,8.856963062,11.9253977,protein_coding,ENST00000350608,ENSG00000099977
1196,DDT,8.856963062,11.9253977,protein_coding,ENST00000428792,ENSG00000099977
1197,DDT,8.856963062,11.9253977,protein_coding,ENST00000404092,ENSG00000099977
1198,DDT,8.856963062,11.9253977,retained_intron,ENST00000444947,ENSG00000099977
1199,DDT,8.856963062,11.9253977,protein_coding,ENST00000403754,ENSG00000099977
1200,DDT,8.856963062,11.9253977,protein_coding,ENST00000430101,ENSG00000099977
1201,C4A,9.178418432,11.95270845,protein_coding,ENST00000383325,ENSG00000206340
1202,C4A,9.178418432,11.95270845,retained_intron,ENST00000497364,ENSG00000206340
1203,C4A,9.178418432,11.95270845,processed_transcript,ENST00000488003,ENSG00000206340
1204,C4A,9.178418432,11.95270845,retained_intron,ENST00000491185,ENSG00000206340
1205,C4A,9.178418432,11.95270845,processed_transcript,ENST00000476736,ENSG00000206340
1206,C4A,9.178418432,11.95270845,processed_transcript,ENST00000489963,ENSG00000206340
1207,C4A,9.178418432,11.95270845,retained_intron,ENST00000462533,ENSG00000206340
1208,C4A,9.178418432,11.95270845,retained_intron,ENST00000478025,ENSG00000206340
1209,C4A,9.178418432,11.95270845,retained_intron,ENST00000480401,ENSG00000206340
1210,C4A,9.178418432,11.95270845,retained_intron,ENST00000484565,ENSG00000206340
1211,C4A,9.178418432,11.95270845,processed_transcript,ENST00000473448,ENSG00000206340
1212,C4A,9.178418432,11.95270845,retained_intron,ENST00000488531,ENSG00000206340
1213,C4A,9.178418432,11.95270845,processed_transcript,ENST00000468752,ENSG00000206340
1214,C4A,9.178418432,11.95270845,protein_coding,ENST00000549812,ENSG00000206340
1215,C4A,9.178418432,11.95270845,protein_coding,ENST00000428956,ENSG00000244731
1216,C4A,9.178418432,11.95270845,protein_coding,ENST00000498271,ENSG00000244731
1217,C4A,9.178418432,11.95270845,retained_intron,ENST00000467749,ENSG00000244731
1218,C4A,9.178418432,11.95270845,processed_transcript,ENST00000467948,ENSG00000244731
1219,C4A,9.178418432,11.95270845,retained_intron,ENST00000460841,ENSG00000244731
1220,C4A,9.178418432,11.95270845,retained_intron,ENST00000483974,ENSG00000244731
1221,C4A,9.178418432,11.95270845,retained_intron,ENST00000496659,ENSG00000244731
1222,C4A,9.178418432,11.95270845,retained_intron,ENST00000480795,ENSG00000244731
1223,C4A,9.178418432,11.95270845,retained_intron,ENST00000470365,ENSG00000244731
1224,C4A,9.178418432,11.95270845,retained_intron,ENST00000460060,ENSG00000244731
1225,C4A,9.178418432,11.95270845,retained_intron,ENST00000471624,ENSG00000244731
1226,C4A,9.178418432,11.95270845,retained_intron,ENST00000463034,ENSG00000244731
1227,C4A,9.178418432,11.95270845,retained_intron,ENST00000491876,ENSG00000244731
1228,C4A,9.178418432,11.95270845,retained_intron,ENST00000469975,ENSG00000244731
1229,C4A,9.178418432,11.95270845,retained_intron,ENST00000465724,ENSG00000244731
1230,C4A,9.178418432,11.95270845,retained_intron,ENST00000477424,ENSG00000244731
1231,C4A,9.178418432,11.95270845,retained_intron,ENST00000490663,ENSG00000244731
1232,C4A,9.178418432,11.95270845,protein_coding,ENST00000537134,ENSG00000244731
1233,C4A,9.178418432,11.95270845,protein_coding,ENST00000375295,ENSG00000244207
1234,C4A,9.178418432,11.95270845,retained_intron,ENST00000491759,ENSG00000244207
1235,C4A,9.178418432,11.95270845,processed_transcript,ENST00000488233,ENSG00000244207
1236,C4A,9.178418432,11.95270845,retained_intron,ENST00000467619,ENSG00000244207
1237,C4A,9.178418432,11.95270845,processed_transcript,ENST00000488360,ENSG00000244207
1238,C4A,9.178418432,11.95270845,processed_transcript,ENST00000488693,ENSG00000244207
1239,C4A,9.178418432,11.95270845,retained_intron,ENST00000492166,ENSG00000244207
1240,C4A,9.178418432,11.95270845,retained_intron,ENST00000490545,ENSG00000244207
1241,C4A,9.178418432,11.95270845,retained_intron,ENST00000470477,ENSG00000244207
1242,C4A,9.178418432,11.95270845,retained_intron,ENST00000475612,ENSG00000244207
1243,C4A,9.178418432,11.95270845,processed_transcript,ENST00000482524,ENSG00000244207
1244,C4A,9.178418432,11.95270845,retained_intron,ENST00000473768,ENSG00000244207
1245,C4A,9.178418432,11.95270845,processed_transcript,ENST00000488163,ENSG00000244207
1246,C4A,9.178418432,11.95270845,protein_coding,ENST00000546746,ENSG00000244207
1247,C4A,9.178418432,11.95270845,protein_coding,ENST00000421274,ENSG00000227746
1248,C4A,9.178418432,11.95270845,retained_intron,ENST00000494500,ENSG00000227746
1249,C4A,9.178418432,11.95270845,processed_transcript,ENST00000465824,ENSG00000227746
1250,C4A,9.178418432,11.95270845,retained_intron,ENST00000471317,ENSG00000227746
1251,C4A,9.178418432,11.95270845,retained_intron,ENST00000488063,ENSG00000227746
1252,C4A,9.178418432,11.95270845,processed_transcript,ENST00000483562,ENSG00000227746
1253,C4A,9.178418432,11.95270845,retained_intron,ENST00000488091,ENSG00000227746
1254,C4A,9.178418432,11.95270845,retained_intron,ENST00000492958,ENSG00000227746
1255,C4A,9.178418432,11.95270845,retained_intron,ENST00000477131,ENSG00000227746
1256,C4A,9.178418432,11.95270845,retained_intron,ENST00000494477,ENSG00000227746
1257,C4A,9.178418432,11.95270845,processed_transcript,ENST00000495158,ENSG00000227746
1258,C4A,9.178418432,11.95270845,retained_intron,ENST00000459921,ENSG00000227746
1259,C4A,9.178418432,11.95270845,retained_intron,ENST00000467328,ENSG00000227746
1260,C4A,9.178418432,11.95270845,protein_coding,ENST00000550297,ENSG00000227746
1261,ZNF865,5.266913673,11.99736221,protein_coding,ENST00000568956,ENSG00000261221
1262,RP11-342M21.2,2.616221435,12.05276129,protein_coding,ENST00000558463,ENSG00000259202
1263,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000464336,ENSG00000243452
1264,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000478419,ENSG00000243452
1265,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000488031,ENSG00000243452
1266,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000492711,ENSG00000243452
1267,NBPF15,4.640513342,12.08735032,protein_coding,ENST00000369187,ENSG00000243452
1268,NBPF15,4.640513342,12.08735032,protein_coding,ENST00000442702,ENSG00000243452
1269,NBPF15,4.640513342,12.08735032,protein_coding,ENST00000577412,ENSG00000266338
1270,NBPF15,4.640513342,12.08735032,protein_coding,ENST00000581897,ENSG00000266338
1271,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000584793,ENSG00000266338
1272,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000579734,ENSG00000266338
1273,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000584575,ENSG00000266338
1274,NBPF15,4.640513342,12.08735032,processed_transcript,ENST00000578953,ENSG00000266338
1275,TLX1NB,1.159703788,12.11929426,protein_coding,ENST00000445873,ENSG00000236311
1276,TLX1NB,1.159703788,12.11929426,processed_transcript,ENST00000425505,ENSG00000236311
1277,LRRC10B,4.983651425,12.14666176,protein_coding,ENST00000378075,ENSG00000204950
1278,MRC1L1,12.27535422,12.19250978,protein_coding,ENST00000331429,ENSG00000183748
1279,MRC1L1,12.27535422,12.19250978,protein_coding,ENST00000457317,ENSG00000183748
1280,UPK3BL,13.59367118,12.21095107,protein_coding,ENST00000340457,ENSG00000267368
1281,RP11-1118M6.1,11.71462498,12.25805784,,,
1282,RP11-297M9.1,5.180820444,12.31408549,protein_coding,ENST00000561538,ENSG00000260362
1283,RP11-1085N6.3,3.025287848,12.40705188,protein_coding,ENST00000554597,ENSG00000259133
1284,RP11-1085N6.3,3.025287848,12.40705188,protein_coding,ENST00000556696,ENSG00000259133
1285,C4B,7.583300815,12.49559041,processed_transcript,ENST00000445788,ENSG00000224639
1286,C4B,7.583300815,12.49559041,protein_coding,ENST00000375177,ENSG00000228454
1287,C4B,7.583300815,12.49559041,retained_intron,ENST00000486288,ENSG00000228454
1288,C4B,7.583300815,12.49559041,processed_transcript,ENST00000468773,ENSG00000228454
1289,C4B,7.583300815,12.49559041,retained_intron,ENST00000472275,ENSG00000228454
1290,C4B,7.583300815,12.49559041,retained_intron,ENST00000459977,ENSG00000228454
1291,C4B,7.583300815,12.49559041,processed_transcript,ENST00000488817,ENSG00000228454
1292,C4B,7.583300815,12.49559041,retained_intron,ENST00000474672,ENSG00000228454
1293,C4B,7.583300815,12.49559041,retained_intron,ENST00000464996,ENSG00000228454
1294,C4B,7.583300815,12.49559041,retained_intron,ENST00000480097,ENSG00000228454
1295,C4B,7.583300815,12.49559041,retained_intron,ENST00000464474,ENSG00000228454
1296,C4B,7.583300815,12.49559041,processed_transcript,ENST00000475562,ENSG00000228454
1297,C4B,7.583300815,12.49559041,retained_intron,ENST00000468829,ENSG00000228454
1298,C4B,7.583300815,12.49559041,retained_intron,ENST00000497950,ENSG00000228454
1299,C4B,7.583300815,12.49559041,protein_coding,ENST00000548301,ENSG00000228454
1300,C4B,7.583300815,12.49559041,protein_coding,ENST00000411583,ENSG00000228267
1301,C4B,7.583300815,12.49559041,retained_intron,ENST00000486807,ENSG00000228267
1302,C4B,7.583300815,12.49559041,processed_transcript,ENST00000487011,ENSG00000228267
1303,C4B,7.583300815,12.49559041,retained_intron,ENST00000487749,ENSG00000228267
1304,C4B,7.583300815,12.49559041,retained_intron,ENST00000487923,ENSG00000228267
1305,C4B,7.583300815,12.49559041,processed_transcript,ENST00000487226,ENSG00000228267
1306,C4B,7.583300815,12.49559041,retained_intron,ENST00000496224,ENSG00000228267
1307,C4B,7.583300815,12.49559041,retained_intron,ENST00000485815,ENSG00000228267
1308,C4B,7.583300815,12.49559041,retained_intron,ENST00000497033,ENSG00000228267
1309,C4B,7.583300815,12.49559041,retained_intron,ENST00000494291,ENSG00000228267
1310,C4B,7.583300815,12.49559041,processed_transcript,ENST00000485485,ENSG00000228267
1311,C4B,7.583300815,12.49559041,retained_intron,ENST00000478151,ENSG00000228267
1312,C4B,7.583300815,12.49559041,retained_intron,ENST00000461901,ENSG00000228267
1313,C4B,7.583300815,12.49559041,protein_coding,ENST00000548530,ENSG00000228267
1314,C4B,7.583300815,12.49559041,protein_coding,ENST00000550398,ENSG00000228267
1315,C4B,7.583300815,12.49559041,protein_coding,ENST00000435363,ENSG00000224389
1316,C4B,7.583300815,12.49559041,retained_intron,ENST00000490071,ENSG00000224389
1317,C4B,7.583300815,12.49559041,processed_transcript,ENST00000485543,ENSG00000224389
1318,C4B,7.583300815,12.49559041,retained_intron,ENST00000461632,ENSG00000224389
1319,C4B,7.583300815,12.49559041,retained_intron,ENST00000478438,ENSG00000224389
1320,C4B,7.583300815,12.49559041,retained_intron,ENST00000474912,ENSG00000224389
1321,C4B,7.583300815,12.49559041,retained_intron,ENST00000486992,ENSG00000224389
1322,C4B,7.583300815,12.49559041,retained_intron,ENST00000485263,ENSG00000224389
1323,C4B,7.583300815,12.49559041,retained_intron,ENST00000478388,ENSG00000224389
1324,C4B,7.583300815,12.49559041,retained_intron,ENST00000468936,ENSG00000224389
1325,C4B,7.583300815,12.49559041,retained_intron,ENST00000463249,ENSG00000224389
1326,C4B,7.583300815,12.49559041,retained_intron,ENST00000468237,ENSG00000224389
1327,C4B,7.583300815,12.49559041,retained_intron,ENST00000496065,ENSG00000224389
1328,C4B,7.583300815,12.49559041,retained_intron,ENST00000473957,ENSG00000224389
1329,C4B,7.583300815,12.49559041,retained_intron,ENST00000496560,ENSG00000224389
1330,C4B,7.583300815,12.49559041,protein_coding,ENST00000425700,ENSG00000224389
1331,C4B,7.583300815,12.49559041,protein_coding,ENST00000449788,ENSG00000236625
1332,C4B,7.583300815,12.49559041,retained_intron,ENST00000466309,ENSG00000236625
1333,C4B,7.583300815,12.49559041,processed_transcript,ENST00000479863,ENSG00000236625
1334,C4B,7.583300815,12.49559041,retained_intron,ENST00000466356,ENSG00000236625
1335,C4B,7.583300815,12.49559041,retained_intron,ENST00000469413,ENSG00000236625
1336,C4B,7.583300815,12.49559041,processed_transcript,ENST00000494210,ENSG00000236625
1337,C4B,7.583300815,12.49559041,retained_intron,ENST00000473162,ENSG00000236625
1338,C4B,7.583300815,12.49559041,retained_intron,ENST00000496668,ENSG00000236625
1339,C4B,7.583300815,12.49559041,retained_intron,ENST00000473927,ENSG00000236625
1340,C4B,7.583300815,12.49559041,retained_intron,ENST00000483198,ENSG00000236625
1341,C4B,7.583300815,12.49559041,processed_transcript,ENST00000462943,ENSG00000236625
1342,C4B,7.583300815,12.49559041,retained_intron,ENST00000480076,ENSG00000236625
1343,C4B,7.583300815,12.49559041,retained_intron,ENST00000459759,ENSG00000236625
1344,C4B,7.583300815,12.49559041,protein_coding,ENST00000546399,ENSG00000236625
1345,GAGE1,7.357711366,12.51923846,nonsense_mediated_decay,ENST00000381709,ENSG00000205777
1346,GAGE1,7.357711366,12.51923846,protein_coding,ENST00000381700,ENSG00000205777
1347,GAGE1,7.357711366,12.51923846,nonsense_mediated_decay,ENST00000595947,ENSG00000269663
1348,GAGE1,7.357711366,12.51923846,protein_coding,ENST00000594702,ENSG00000269663
1349,MTRNR2L7,1.18923581,12.51965278,protein_coding,ENST00000544824,ENSG00000256892
1350,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000440286,ENSG00000073009
1351,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000422680,ENSG00000073009
1352,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000369609,ENSG00000073009
1353,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000369607,ENSG00000073009
1354,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000445622,ENSG00000073009
1355,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000369606,ENSG00000073009
1356,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000413620,ENSG00000073009
1357,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000263518,ENSG00000073009
1358,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000470142,ENSG00000073009
1359,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000393549,ENSG00000073009
1360,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000455588,ENSG00000073009
1361,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000369602,ENSG00000073009
1362,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000424839,ENSG00000073009
1363,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000369601,ENSG00000073009
1364,IKBKG,12.67808673,12.54525027,processed_transcript,ENST00000490409,ENSG00000073009
1365,IKBKG,12.67808673,12.54525027,processed_transcript,ENST00000492469,ENSG00000073009
1366,IKBKG,12.67808673,12.54525027,retained_intron,ENST00000479063,ENSG00000073009
1367,IKBKG,12.67808673,12.54525027,protein_coding,ENST00000594239,ENSG00000269335
1368,GOLGA6L4,11.0579345,12.54581029,protein_coding,ENST00000510439,ENSG00000184206
1369,GOLGA6L4,11.0579345,12.54581029,protein_coding,ENST00000512109,ENSG00000184206
1370,GOLGA6L4,11.0579345,12.54581029,retained_intron,ENST00000515814,ENSG00000184206
1371,GOLGA6L4,11.0579345,12.54581029,retained_intron,ENST00000379674,ENSG00000184206
1372,GOLGA6L4,11.0579345,12.54581029,protein_coding,ENST00000424966,ENSG00000184206
1373,GOLGA6L4,11.0579345,12.54581029,protein_coding,ENST00000422563,ENSG00000184206
1374,OR2T29,12.10295012,12.61241713,protein_coding,ENST00000328570,ENSG00000182783
1375,C2CD4D,5.215632304,12.62625126,protein_coding,ENST00000454109,ENSG00000225556
1376,AC007421.1,29.17287805,12.67108333,protein_coding,ENST00000593717,ENSG00000268503
1377,EIF1AY,9.238196292,12.68481374,protein_coding,ENST00000361365,ENSG00000198692
1378,EIF1AY,9.238196292,12.68481374,processed_transcript,ENST00000465253,ENSG00000198692
1379,EIF1AY,9.238196292,12.68481374,protein_coding,ENST00000382772,ENSG00000198692
1380,EIF1AY,9.238196292,12.68481374,processed_transcript,ENST00000464196,ENSG00000198692
1381,EIF1AY,9.238196292,12.68481374,processed_transcript,ENST00000485584,ENSG00000198692
1382,PRAMEF20,10.76641157,12.68823111,protein_coding,ENST00000602960,ENSG00000204478
1383,PRAMEF20,10.76641157,12.68823111,protein_coding,ENST00000316412,ENSG00000204478
1384,DEFB106A,8.98759836,12.70900075,protein_coding,ENST00000335186,ENSG00000186579
1385,AMY1C,12.62770534,12.71494459,protein_coding,ENST00000370079,ENSG00000187733
1386,GOLGA8T,10.45490396,12.72644142,protein_coding,ENST00000569052,ENSG00000261247
1387,GOLGA8T,10.45490396,12.72644142,processed_transcript,ENST00000565649,ENSG00000261247
1388,NKX2-4,4.692172569,12.76030012,protein_coding,ENST00000351817,ENSG00000125816
1389,GSTT2B,12.4993085,12.76607829,protein_coding,ENST00000290765,ENSG00000133433
